location,total_sqft,bath,price,bhk,property_type,amenities_score
Electronic City,1128.0,2.0,6300000.0,2,Apartment,9
other,1000.0,2.0,5300000.0,2,Apartment,6
Yelahanka,1035.0,2.0,4500000.0,2,Apartment,7
Kereguddadahalli,950.0,2.0,3200000.0,2,Apartment,8
Bisuvanahalli,1075.0,2.0,3600000.0,3,Apartment,5
Whitefield,1040.0,2.0,4850000.0,2,Apartment,6
other,720.0,2.0,4500000.0,2,Apartment,5
Lingadheeranahalli,1511.0,3.0,9500000.0,3,Apartment,8
other,1300.0,3.0,5800000.0,3,Apartment,8
Hoodi,1545.0,3.0,6875000.0,3,Apartment,5
Shampura,375.0,2.0,2600000.0,1,Apartment,8
Vidyaranyapura,1062.0,2.0,3800000.0,2,Apartment,5
other,1115.0,2.0,4000000.0,2,Apartment,9
JP Nagar,1000.0,2.0,3500000.0,2,Apartment,5
Kambipura,883.0,2.0,4500000.0,2,Apartment,7
Sarjapur  Road,1195.0,2.0,7000000.0,2,Apartment,7
other,1200.0,3.0,16500000.0,4,Apartment,6
other,700.0,1.0,4100000.0,1,Apartment,5
Vittasandra,1246.0,2.0,6700000.0,2,Apartment,8
Banashankari Stage III,8500.0,4.0,14500000.0,4,Villa,8
other,1600.0,4.0,8000000.0,4,Apartment,8
Haralur Road,2805.0,5.0,15400000.0,4,Villa,8
Begur Road,1584.0,3.0,6500000.0,3,Apartment,5
Sector 7 HSR Layout,3000.0,5.0,27500000.0,4,Villa,7
Hosur Road,1175.0,2.0,4800000.0,3,Apartment,7
other,1595.0,3.0,11500000.0,3,Apartment,7
other,1353.0,2.0,11000000.0,2,Apartment,5
Electronic City,1599.0,3.0,12500000.0,3,Apartment,8
Whitefield,1150.0,2.0,7000000.0,2,Apartment,9
KR Puram,1155.0,2.0,4274000.0,2,Apartment,9
other,1200.0,2.0,8500000.0,1,Apartment,7
Electronic City Phase II,1000.0,2.0,2500000.0,2,Apartment,9
Thanisandra,3000.0,4.0,12000000.0,4,Villa,8
Rajiv Nagar,1867.0,3.0,16000000.0,3,Apartment,7
Ramagondanahalli,1251.0,2.0,4700000.0,2,Apartment,9
other,1028.0,2.0,4550000.0,2,Apartment,9
Arekere,1222.0,2.0,4500000.0,2,Apartment,7
Bannerghatta Road,1170.0,2.0,6600000.0,3,Apartment,7
Hebbal,2400.0,4.0,24500000.0,3,Apartment,7
other,1385.0,2.0,4848000.0,3,Apartment,9
HSR Layout,1372.0,2.0,6800000.0,2,Apartment,7
Magadi Road,1282.0,2.0,4900000.0,3,Apartment,5
Mico Layout,5000.0,9.0,21000000.0,9,Villa,9
other,3000.0,3.0,52800000.0,5,Villa,8
Kanakpura Road,1135.0,2.0,3972999.9999999995,2,Apartment,8
Whitefield,1768.0,3.0,10100000.0,3,Apartment,5
other,1325.0,2.0,9000000.0,3,Apartment,5
Electronic City,1599.0,3.0,9900000.0,3,Apartment,9
Whitefield,1500.0,3.0,6195000.0,3,Apartment,8
other,2610.0,3.0,49900000.0,3,Apartment,5
Uttarahalli,1286.0,2.0,6300000.0,2,Apartment,8
Kammanahalli,2845.0,5.0,14000000.0,5,Villa,8
other,1600.0,2.0,5000000.0,3,Apartment,8
Hennur Road,1317.5,2.0,6377000.0,2,Apartment,7
Munnekollal,1102.0,2.0,5367000.0,2,Apartment,8
Yelahanka,1350.0,2.0,5400000.0,2,Apartment,7
Banashankari,1200.0,2.0,4200000.0,3,Apartment,9
other,1800.0,1.0,8000000.0,2,Apartment,7
Chikkabanavar,950.0,2.0,4000000.0,2,Apartment,7
Kanakpura Road,525.0,1.0,2725000.0,1,Apartment,6
Attibele,656.0,2.0,2500000.0,2,Apartment,8
Marathahalli,1780.0,4.0,17500000.0,4,Apartment,8
other,1056.0,2.0,8000000.0,2,Apartment,6
Bannerghatta Road,595.0,1.0,3332000.0,1,Apartment,8
other,1080.0,2.0,5000000.0,2,Apartment,7
7th Phase JP Nagar,2225.0,3.0,16000000.0,3,Apartment,6
Bommasandra,1126.0,2.0,2815000.0,2,Apartment,7
Electronics City Phase 1,1490.0,3.0,8400000.0,3,Apartment,7
HRBR Layout,2000.0,4.0,30000000.0,4,Apartment,7
Sarjapur  Road,1550.0,3.0,10000000.0,3,Apartment,8
other,1160.0,2.0,5500000.0,2,Apartment,7
Whitefield,4144.0,4.0,31500000.0,4,Villa,9
Sarjapur  Road,2100.0,3.0,12500000.0,3,Apartment,9
Vittasandra,1404.0,2.0,6930000.0,2,Apartment,7
Sarjapur  Road,2230.0,4.0,22500000.0,4,Villa,8
other,1544.0,3.0,12000000.0,3,Apartment,7
Banashankari Stage III,1305.0,2.0,5870000.0,3,Apartment,9
Marathahalli,1230.0,2.0,8000000.0,2,Apartment,8
other,1200.0,2.0,6500000.0,2,Apartment,9
Harlur,1460.0,3.0,7300000.0,3,Apartment,8
Gottigere,967.0,2.0,4500000.0,2,Apartment,8
other,540.0,1.0,3600000.0,1,Apartment,9
Hormavu,715.0,1.0,4600000.0,1,Apartment,8
Whitefield,2500.0,3.0,31300000.0,3,Apartment,5
other,1578.0,3.0,18000000.0,3,Apartment,7
Mysore Road,1020.0,2.0,4895000.0,2,Apartment,7
Jigani,1020.0,2.0,4000000.0,2,Apartment,9
Koramangala,1253.0,2.0,10200000.0,2,Apartment,5
other,1180.0,2.0,4200000.0,2,Apartment,5
Nehru Nagar,961.0,2.0,3800000.0,2,Apartment,6
Kanakapura,1419.0,3.0,7500000.0,3,Apartment,8
Harlur,1709.0,3.0,15000000.0,3,Apartment,9
other,1600.0,2.0,11500000.0,2,Apartment,5
other,416.0,1.0,1850000.0,1,Apartment,5
Sanjay nagar,1100.0,2.0,9800000.0,2,Apartment,7
HSR Layout,1430.0,2.0,6500000.0,3,Apartment,6
other,1260.0,2.0,4500000.0,2,Apartment,5
other,1630.0,3.0,8500000.0,3,Apartment,5
Sarjapur  Road,1249.0,3.0,4471000.0,3,Apartment,6
Kalena Agrahara,1450.0,2.0,8500000.0,3,Apartment,6
Konanakunte,2791.0,3.0,22300000.0,3,Apartment,8
other,600.0,1.0,9000000.0,1,Apartment,5
other,834.0,1.0,6000000.0,1,Apartment,6
other,1125.0,4.0,7000000.0,3,Apartment,5
Arekere,2060.0,3.0,14000000.0,3,Apartment,9
Malleshwaram,12000.0,7.0,220000000.0,7,Villa,8
Gottigere,891.0,2.0,2500000.0,2,Apartment,7
Raja Rajeshwari Nagar,1133.0,2.0,4907000.0,2,Apartment,9
Bisuvanahalli,1075.0,2.0,3700000.0,3,Apartment,9
other,3000.0,5.0,26000000.0,4,Villa,8
Brookefield,2440.0,5.0,42500000.0,4,Villa,8
Vidyaranyapura,1200.0,2.0,5500000.0,2,Apartment,7
Thanisandra,1075.0,2.0,4580000.0,2,Apartment,6
Kaggadasapura,1140.0,2.0,4000000.0,2,Apartment,8
other,2160.0,5.0,25000000.0,6,Apartment,9
Raja Rajeshwari Nagar,1090.0,2.0,4200000.0,2,Apartment,8
R.T. Nagar,1500.0,4.0,7000000.0,4,Apartment,8
Whitefield,4104.0,4.0,36000000.0,4,Villa,7
Whitefield,1790.0,3.0,10000000.0,3,Apartment,9
Hebbal,1920.0,3.0,13400000.0,3,Apartment,7
HRBR Layout,1374.0,2.0,9500000.0,2,Apartment,7
Bannerghatta Road,1445.0,3.0,9500000.0,3,Apartment,7
Kanakapura,711.0,1.0,3600000.0,1,Apartment,7
Tumkur Road,1500.0,3.0,9500000.0,3,Apartment,7
Whitefield,1720.0,3.0,10000000.0,3,Apartment,8
Vasanthapura,1400.0,3.0,6000000.0,3,Apartment,8
Kundalahalli,1030.0,2.0,4900000.0,2,Apartment,9
Mysore Road,1200.0,2.0,8500000.0,2,Apartment,6
other,1375.0,3.0,7000000.0,3,Apartment,9
Hegde Nagar,1050.0,1.0,5600000.0,2,Apartment,7
Jalahalli,2250.0,3.0,16000000.0,3,Apartment,9
Bellandur,1000.0,2.0,5000000.0,2,Apartment,7
other,469.0,1.0,2500000.0,1,Apartment,7
Marathahalli,3800.0,4.0,25000000.0,4,Villa,7
Kambipura,883.0,2.0,2900000.0,2,Apartment,8
GM Palaya,1820.0,2.0,8600000.0,3,Apartment,6
Singasandra,1440.0,2.0,6500000.0,3,Apartment,9
other,3600.0,4.0,16000000.0,6,Villa,7
Malleshwaram,2500.0,5.0,32500000.0,4,Villa,9
Mahadevpura,1225.0,2.0,4800000.0,2,Apartment,8
other,4000.0,3.0,66000000.0,3,Apartment,6
Chikkalasandra,875.0,2.0,5280000.0,2,Apartment,8
Jalahalli East,750.0,1.0,4000000.0,1,Apartment,9
6th Phase JP Nagar,1180.0,2.0,8000000.0,2,Apartment,7
Haralur Road,1194.0,2.0,4700000.0,2,Apartment,9
Hennur Road,1500.0,2.0,6200000.0,3,Apartment,7
other,1160.0,2.0,5220000.0,2,Apartment,6
Hosakerehalli,2378.0,3.0,26200000.0,3,Apartment,7
Sarjapur,1128.0,2.0,6000000.0,2,Apartment,5
Hebbal,1500.0,3.0,15000000.0,3,Apartment,7
other,1220.0,2.0,3522999.9999999995,3,Apartment,8
Sarjapur  Road,1210.0,2.0,5800000.0,2,Apartment,6
Kanakpura Road,1100.0,2.0,5800000.0,3,Apartment,8
Bommasandra,1200.0,3.0,4600000.0,3,Apartment,9
Haralur Road,3385.0,5.0,26000000.0,4,Villa,8
other,1641.0,3.0,6600000.0,3,Apartment,8
Horamavu Agara,1200.0,2.0,4500000.0,2,Apartment,8
Raja Rajeshwari Nagar,1260.0,2.0,6739000.0,2,Apartment,7
Mahadevpura,1720.0,3.0,7800000.0,3,Apartment,5
Yelahanka,1132.5,2.0,4813000.0,2,Apartment,5
Yelahanka,1210.0,2.0,4598000.0,2,Apartment,5
Indira Nagar,2200.0,4.0,20000000.0,4,Apartment,7
Bisuvanahalli,1075.0,2.0,4500000.0,3,Apartment,9
Thanisandra,1702.0,3.0,13000000.0,3,Apartment,8
other,1630.0,2.0,20000000.0,2,Apartment,6
Raja Rajeshwari Nagar,1141.0,2.0,3854999.9999999995,2,Apartment,9
other,2072.0,3.0,10800000.0,3,Apartment,6
other,1200.0,2.0,7000000.0,3,Apartment,8
other,1350.0,3.0,7700000.0,3,Apartment,5
other,4046.0,4.0,44500000.0,4,Villa,8
other,1180.0,2.0,7834000.0,3,Apartment,5
Yelahanka,35000.0,3.0,13000000.0,3,Apartment,8
other,1355.0,2.0,11500000.0,2,Apartment,9
other,600.0,1.0,5000000.0,1,Apartment,9
Bannerghatta Road,1640.0,2.0,12000000.0,3,Apartment,8
Kodichikkanahalli,1190.0,2.0,5700000.0,3,Apartment,9
OMBR Layout,2400.0,4.0,37500000.0,4,Villa,8
Marathahalli,1019.0,2.0,4985000.0,2,Apartment,6
other,1875.0,3.0,16500000.0,3,Apartment,6
Akshaya Nagar,1250.0,3.0,4000000.0,3,Apartment,7
Brookefield,1200.0,3.0,14000000.0,3,Apartment,8
Whitefield,1140.0,2.0,5600000.0,2,Apartment,7
Lingadheeranahalli,1683.0,3.0,10900000.0,3,Apartment,9
Kaggadasapura,1515.0,3.0,8330000.0,3,Apartment,6
Hoodi,2118.0,4.0,11100000.0,4,Apartment,9
Bannerghatta Road,1380.0,3.0,5800000.0,4,Apartment,9
Varthur Road,1083.0,2.0,6175000.0,2,Apartment,7
other,600.0,2.0,5500000.0,2,Apartment,5
other,2300.0,3.0,12000000.0,3,Apartment,7
other,1240.0,2.0,6000000.0,2,Apartment,5
other,1750.0,3.0,12000000.0,3,Apartment,8
other,1230.0,2.0,4348000.0,2,Apartment,6
Anjanapura,1500.0,3.0,13900000.0,3,Apartment,5
Abbigere,985.0,2.0,4039000.0,2,Apartment,9
Tindlu,1500.0,2.0,8700000.0,3,Apartment,5
Electronic City,1125.0,2.0,3249000.0,2,Apartment,9
other,950.0,2.0,4400000.0,2,Apartment,9
Kothanur,1580.0,3.0,7600000.0,3,Apartment,7
other,1092.0,2.0,9850000.0,3,Apartment,8
Electronic City Phase II,1090.0,2.0,2834000.0,2,Apartment,9
Hennur Road,2264.0,3.0,15900000.0,3,Apartment,7
Dommasandra,1033.0,2.0,2553000.0,3,Apartment,6
Kammasandra,810.0,2.0,2450000.0,2,Apartment,7
other,1045.0,2.0,4500000.0,2,Apartment,8
Hebbal,1337.0,2.0,8200000.0,2,Apartment,5
Chandapura,1200.0,2.0,3200000.0,2,Apartment,9
Koramangala,1580.0,3.0,16000000.0,3,Apartment,9
Begur Road,1500.0,2.0,5400000.0,3,Apartment,5
Whitefield,1640.0,4.0,9100000.0,3,Apartment,9
other,1570.0,3.0,6200000.0,3,Apartment,5
Gubbalala,1470.0,2.0,8200000.0,3,Apartment,7
Kengeri,1160.0,2.0,4061000.0,2,Apartment,7
7th Phase JP Nagar,1050.0,2.0,7100000.0,2,Apartment,8
other,1855.0,3.0,22500000.0,3,Apartment,5
Bannerghatta Road,1460.0,2.0,9000000.0,3,Apartment,9
Hulimavu,1823.0,3.0,10000000.0,3,Apartment,5
Electronic City,1094.0,2.0,4200000.0,2,Apartment,7
Budigere,1153.0,2.0,5700000.0,2,Apartment,5
other,1325.0,3.0,5700000.0,3,Apartment,6
Parappana Agrahara,1200.0,3.0,8500000.0,4,Apartment,5
Jakkur,1590.0,2.0,12500000.0,3,Apartment,9
Raja Rajeshwari Nagar,1200.0,4.0,22000000.0,4,Apartment,8
other,1202.0,2.0,4800000.0,2,Apartment,8
Haralur Road,1202.0,2.0,5300000.0,2,Apartment,8
other,1200.0,2.0,6250000.0,2,Apartment,9
Panathur,1688.0,3.0,11800000.0,3,Apartment,7
Kaval Byrasandra,1020.0,2.0,5200000.0,2,Apartment,7
Sarjapur,1185.0,2.0,4700000.0,2,Apartment,9
Ramagondanahalli,1235.0,2.0,5204000.0,2,Apartment,7
Hosakerehalli,3205.0,5.0,50000000.0,4,Villa,9
Banashankari,1077.0,2.0,3764000.0,2,Apartment,6
Kengeri Satellite Town,1415.0,2.0,6600000.0,3,Apartment,6
EPIP Zone,2330.0,3.0,16200000.0,3,Apartment,6
Whitefield,805.0,2.0,3500000.0,2,Apartment,7
other,425.0,1.0,2003000.0,1,Apartment,9
Whitefield,1155.0,2.0,5995000.0,2,Apartment,7
Cunningham Road,5270.0,4.0,125000000.0,4,Villa,8
Anekal,656.0,2.0,2200000.0,2,Apartment,5
other,1100.0,2.0,4800000.0,2,Apartment,5
Mahadevpura,1150.0,2.0,5200000.0,2,Apartment,9
other,600.0,1.0,6000000.0,1,Apartment,8
other,1468.0,2.0,14000000.0,2,Apartment,8
other,4300.0,5.0,55000000.0,4,Villa,9
Whitefield,2280.0,4.0,12600000.0,3,Apartment,6
Hegde Nagar,1341.0,2.0,9700000.0,2,Apartment,9
Jakkur,1279.0,2.0,7700000.0,2,Apartment,8
Electronic City Phase II,2225.0,4.0,9888000.0,4,Villa,7
Thanisandra,1185.0,2.0,4351000.0,2,Apartment,9
other,1750.0,3.0,8500000.0,3,Apartment,7
Kudlu,1152.0,2.0,5350000.0,2,Apartment,5
Hulimavu,1300.0,2.0,3600000.0,2,Apartment,7
Varthur Road,2760.0,4.0,15500000.0,4,Villa,7
5th Phase JP Nagar,1070.0,2.0,3900000.0,2,Apartment,5
Uttarahalli,1101.0,2.0,4500000.0,2,Apartment,7
other,775.0,2.0,5500000.0,2,Apartment,6
Yeshwanthpur,667.0,1.0,3685000.0,1,Apartment,5
Electronic City,1070.0,2.0,5500000.0,2,Apartment,7
Old Airport Road,1875.0,2.0,11000000.0,3,Apartment,7
Kundalahalli,735.0,2.0,5799000.0,2,Apartment,6
Sarjapur,4360.0,4.0,9000000.0,5,Villa,8
Koramangala,1750.0,3.0,13000000.0,3,Apartment,8
Marathahalli,1215.0,2.0,6700000.0,2,Apartment,6
Vishwapriya Layout,820.0,2.0,3000000.0,2,Apartment,6
Banashankari Stage VI,1177.5,2.0,5993500.0,2,Apartment,7
Battarahalli,1779.0,3.0,8961000.0,3,Apartment,9
other,1105.0,2.0,5800000.0,2,Apartment,7
Whitefield,1650.0,3.0,6000000.0,3,Apartment,6
Jalahalli,1694.0,2.0,15000000.0,2,Apartment,5
Hosakerehalli,2376.0,3.0,20300000.0,3,Apartment,9
Cox Town,1975.0,3.0,15000000.0,3,Apartment,9
Kammasandra,674.0,2.0,3300000.0,2,Apartment,8
Kaggadasapura,1185.0,2.0,4100000.0,2,Apartment,6
Thanisandra,445.0,1.0,2800000.0,1,Apartment,7
HSR Layout,1475.0,3.0,7500000.0,3,Apartment,8
Gottigere,1618.0,3.0,8250000.0,3,Apartment,9
Koramangala,1120.0,2.0,6500000.0,2,Apartment,8
Marathahalli,2181.0,3.0,15200000.0,4,Apartment,9
Vidyaranyapura,1200.0,4.0,9000000.0,4,Apartment,7
Bannerghatta Road,1556.0,2.0,5913000.0,3,Apartment,6
Bannerghatta Road,1179.0,2.0,6602000.0,2,Apartment,7
Thanisandra,1296.0,2.0,8300000.0,2,Apartment,8
Kaggadasapura,1275.0,2.0,5200000.0,2,Apartment,6
Kathriguppe,1400.0,2.0,7700000.0,3,Apartment,6
Gottigere,1222.0,2.0,6300000.0,2,Apartment,7
Electronic City,940.0,2.0,4100000.0,2,Apartment,5
Thanisandra,1185.0,2.0,4260000.0,2,Apartment,5
Tumkur Road,1779.0,3.0,11200000.0,3,Apartment,5
Begur Road,1615.0,3.0,5976000.0,3,Apartment,5
Haralur Road,1056.0,2.0,6100000.0,2,Apartment,6
7th Phase JP Nagar,1100.0,2.0,4600000.0,2,Apartment,6
Arekere,920.0,2.0,4000000.0,2,Apartment,8
other,1602.0,2.0,7500000.0,3,Apartment,6
Padmanabhanagar,1176.0,2.0,6200000.0,2,Apartment,6
other,1352.0,3.0,13500000.0,3,Apartment,6
Kasavanhalli,1717.0,3.0,9900000.0,3,Apartment,7
other,10961.0,4.0,8000000.0,4,Villa,9
Bhoganhalli,2119.0,4.0,11100000.0,4,Apartment,7
Vittasandra,1246.0,2.0,6730000.0,2,Apartment,8
Anandapura,1141.0,2.0,4279000.0,2,Apartment,7
Hennur Road,1157.0,2.0,8400000.0,2,Apartment,7
Chandapura,1025.0,2.0,2768000.0,2,Apartment,9
Yelahanka New Town,650.0,1.0,3300000.0,1,Apartment,5
Hebbal,1349.0,2.0,9800000.0,2,Apartment,8
Narayanapura,1566.0,3.0,8330000.0,3,Apartment,7
Sahakara Nagar,2830.0,3.0,19500000.0,4,Villa,9
Electronic City,1320.0,2.0,3813000.0000000005,3,Apartment,7
other,1780.0,3.0,8483000.0,3,Apartment,8
Varthur,1091.0,2.0,3490000.0,2,Apartment,6
Rachenahalli,3670.0,4.0,30000000.0,4,Villa,8
7th Phase JP Nagar,918.0,2.0,5049000.0,2,Apartment,9
Yeshwanthpur,1950.0,4.0,13000000.0,4,Apartment,7
Panathur,1695.0,3.0,9000000.0,3,Apartment,9
Yelahanka,1705.0,3.0,9500000.0,3,Apartment,5
Kalyan nagar,1375.0,3.0,7500000.0,3,Apartment,7
Kanakpura Road,525.0,1.0,3000000.0,1,Apartment,7
Whitefield,1447.0,2.0,8300000.0,2,Apartment,6
Thanisandra,1114.0,2.0,3900000.0,2,Apartment,5
7th Phase JP Nagar,1450.0,2.0,10000000.0,3,Apartment,9
Vasanthapura,1022.0,2.0,4000000.0,2,Apartment,6
Hebbal,1000.0,2.0,4500000.0,2,Apartment,7
Electronic City,1128.0,2.0,6875000.0,2,Apartment,6
Kanakpura Road,1180.0,2.0,5700000.0,2,Apartment,7
Nagarbhavi,1200.0,2.0,15000000.0,2,Apartment,6
other,3761.0,3.0,66000000.0,3,Apartment,7
Kanakpura Road,1339.0,2.0,7500000.0,2,Apartment,8
Yelachenahalli,1400.0,2.0,5500000.0,3,Apartment,6
7th Phase JP Nagar,1040.0,2.0,3952000.0000000005,2,Apartment,5
Kadugodi,1198.0,2.0,5800000.0,2,Apartment,5
other,1200.0,3.0,9500000.0,4,Apartment,7
Sarjapur  Road,1691.0,3.0,11300000.0,3,Apartment,9
Bisuvanahalli,1075.0,3.0,3600000.0,3,Apartment,7
1st Block Jayanagar,1630.0,3.0,19400000.0,3,Apartment,5
8th Phase JP Nagar,1240.0,3.0,4350000.0,3,Apartment,7
Bannerghatta Road,1122.5,2.0,5893500.0,2,Apartment,5
Mallasandra,1665.0,3.0,8658000.0,3,Apartment,8
Marathahalli,2489.0,3.0,9400000.0,3,Apartment,8
Brookefield,1142.0,2.0,7000000.0,2,Apartment,8
other,1976.0,3.0,18400000.0,3,Apartment,8
other,5500.0,4.0,60000000.0,4,Villa,8
Kothannur,1853.0,3.0,8200000.0,3,Apartment,8
Kasturi Nagar,1567.0,2.0,9200000.0,2,Apartment,8
Talaghattapura,1090.0,2.0,2724000.0,2,Apartment,9
other,2400.0,4.0,64000000.0,4,Villa,8
Electronics City Phase 1,1175.0,2.0,5147000.0,2,Apartment,7
Subramanyapura,1200.0,2.0,5200000.0,2,Apartment,5
Kodichikkanahalli,995.0,2.0,4100000.0,2,Apartment,6
Magadi Road,884.0,2.0,4110000.0,2,Apartment,8
Yeshwanthpur,1170.0,2.0,5700000.0,2,Apartment,6
KR Puram,1225.0,2.0,4655000.0,2,Apartment,8
Electronic City,1342.0,2.0,7330000.0,2,Apartment,9
Uttarahalli,1345.0,2.0,6700000.0,2,Apartment,8
Kodigehaali,1320.0,3.0,6500000.0,3,Apartment,8
Raja Rajeshwari Nagar,1140.0,2.0,4939000.0,2,Apartment,7
Battarahalli,1300.0,2.0,5000000.0,2,Apartment,9
Hosa Road,1652.0,3.0,8500000.0,3,Apartment,6
Thigalarapalya,2072.0,4.0,14200000.0,3,Apartment,7
Arekere,1740.0,2.0,9500000.0,3,Apartment,9
Electronic City,1360.0,2.0,7100000.0,3,Apartment,8
Hosur Road,1145.0,2.0,6000000.0,3,Apartment,9
Uttarahalli,1540.0,2.0,4000000.0,3,Apartment,5
Sarjapur  Road,1278.0,2.0,9500000.0,2,Apartment,5
Electronic City Phase II,630.0,1.0,4000000.0,1,Apartment,7
Kanakpura Road,1100.0,3.0,5800000.0,3,Apartment,6
other,1200.0,3.0,9500000.0,3,Apartment,9
other,2500.0,6.0,11500000.0,7,Villa,7
Chandapura,582.5,1.0,1513500.0,1,Apartment,6
Chandapura,1015.0,2.0,2588000.0,2,Apartment,5
Hosur Road,3300.0,5.0,24000000.0,5,Villa,8
Basaveshwara Nagar,4500.0,5.0,41500000.0,5,Villa,8
Gunjur,1356.0,2.0,6600000.0,3,Apartment,5
other,823.0,2.0,2800000.0,2,Apartment,6
TC Palaya,1200.0,2.0,6600000.0,3,Apartment,8
Ramamurthy Nagar,1050.0,2.0,3700000.0,2,Apartment,9
other,1180.0,2.0,6900000.0,2,Apartment,8
Whitefield,1116.0,2.0,5191000.0,2,Apartment,5
7th Phase JP Nagar,1070.0,2.0,4279000.0,2,Apartment,7
Varthur,1385.0,2.0,8000000.0,2,Apartment,8
Varthur,1000.0,1.0,7000000.0,1,Apartment,6
Whitefield,1897.0,3.0,13000000.0,3,Apartment,7
Magadi Road,1005.0,2.0,5578000.0,2,Apartment,9
Green Glen Layout,1575.0,3.0,12500000.0,3,Apartment,7
Subramanyapura,975.0,2.0,6500000.0,2,Apartment,8
Hennur Road,1904.0,3.0,12000000.0,3,Apartment,5
Kengeri Satellite Town,930.0,1.0,3000000.0,1,Apartment,9
Kanakpura Road,525.0,1.0,2600000.0,1,Apartment,8
other,686.0,1.0,1700000.0,1,Apartment,5
Electronic City Phase II,2400.0,3.0,15000000.0,2,Apartment,8
other,1410.0,1.0,23300000.0,2,Apartment,8
Sarjapur  Road,2238.0,3.0,14000000.0,3,Apartment,5
Harlur,1174.0,2.0,6900000.0,2,Apartment,5
Thubarahalli,3800.0,4.0,23900000.0,4,Villa,9
Whitefield,2225.0,2.0,12500000.0,3,Apartment,6
other,1250.0,2.0,20000000.0,2,Apartment,8
Jigani,918.0,2.0,5200000.0,2,Apartment,6
Mahadevpura,1250.0,2.0,5200000.0,2,Apartment,7
Sarjapur  Road,1800.0,3.0,11000000.0,3,Apartment,9
Marathahalli,1170.0,2.0,5300000.0,2,Apartment,7
other,1300.0,1.0,20000000.0,1,Apartment,7
Bannerghatta Road,793.0,2.0,4500000.0,2,Apartment,7
Jakkur,1710.0,3.0,10700000.0,3,Apartment,8
Kambipura,1082.0,2.0,5750000.0,3,Apartment,8
other,1001.0,2.0,3303000.0,2,Apartment,9
other,1500.0,4.0,18000000.0,4,Apartment,7
Yelahanka,1590.0,2.0,5400000.0,3,Apartment,7
other,2400.0,2.0,8000000.0,3,Apartment,6
Horamavu Banaswadi,1554.0,3.0,5500000.0,3,Apartment,8
Thanisandra,1142.5,2.0,4341500.0,2,Apartment,6
Bellandur,4239.0,5.0,42300000.0,5,Villa,9
Konanakunte,884.0,1.0,5800000.0,2,Apartment,8
Hosa Road,1045.0,2.0,9889000.0,2,Apartment,5
Marathahalli,1019.0,2.0,4986000.0,2,Apartment,7
Ambedkar Nagar,1935.0,4.0,13000000.0,3,Apartment,8
Uttarahalli,1135.0,2.0,3972999.9999999995,3,Apartment,5
Lakshminarayana Pura,1680.0,3.0,15000000.0,3,Apartment,5
Hebbal,2470.0,5.0,24700000.0,4,Villa,9
1st Phase JP Nagar,2825.0,4.0,25000000.0,4,Villa,8
Hosakerehalli,2480.0,3.0,33000000.0,3,Apartment,8
Ramamurthy Nagar,1800.0,4.0,18700000.0,5,Apartment,5
Kasavanhalli,1799.0,3.0,9000000.0,3,Apartment,6
Attibele,400.0,1.0,1100000.0,1,Apartment,9
Kundalahalli,1047.0,2.0,8200000.0,2,Apartment,7
other,1282.0,2.0,8700000.0,2,Apartment,6
NGR Layout,1020.0,2.0,4590000.0,2,Apartment,9
Whitefield,1495.0,2.0,7950000.0,2,Apartment,9
Kasavanhalli,3260.0,4.0,24000000.0,4,Villa,7
other,1611.0,2.0,6444000.0,3,Apartment,8
Koramangala,3500.0,5.0,42500000.0,4,Villa,7
other,1500.0,2.0,9500000.0,3,Apartment,9
Sahakara Nagar,1500.0,2.0,9500000.0,3,Apartment,5
Yelahanka,3206.0,5.0,27000000.0,4,Villa,8
Uttarahalli,1540.0,3.0,5000000.0,3,Apartment,5
Hosa Road,1639.0,3.0,8000000.0,3,Apartment,6
Raja Rajeshwari Nagar,1303.0,2.0,5579000.0,2,Apartment,6
Koramangala,1005.0,1.0,11000000.0,2,Apartment,9
Kammasandra,657.5,1.0,1841000.0,1,Apartment,9
Chandapura,1305.0,3.0,3328000.0,3,Apartment,9
other,1300.0,1.0,11500000.0,2,Apartment,8
Brookefield,1440.0,2.0,6800000.0,3,Apartment,7
Seegehalli,901.0,2.0,3514000.0,2,Apartment,9
Rajaji Nagar,1725.0,3.0,20000000.0,3,Apartment,7
Sarjapur,900.0,2.0,4200000.0,3,Apartment,8
BEML Layout,1060.0,2.0,5500000.0,2,Apartment,5
NGR Layout,1020.0,2.0,4845000.0,2,Apartment,9
Varthur,1535.0,3.0,6598999.999999999,3,Apartment,7
other,530.0,1.0,2000000.0,1,Apartment,9
Haralur Road,1464.0,3.0,5600000.0,3,Apartment,7
other,1350.0,2.0,8000000.0,2,Apartment,5
Sarjapur  Road,1115.0,2.0,5000000.0,2,Apartment,7
Uttarahalli,1175.0,2.0,4700000.0,2,Apartment,7
Whitefield,1113.0,2.0,6200000.0,2,Apartment,7
Ramamurthy Nagar,1640.0,4.0,24000000.0,5,Apartment,9
Giri Nagar,650.0,2.0,4200000.0,2,Apartment,5
Marathahalli,1325.0,2.0,7155000.0,2,Apartment,7
Electronics City Phase 1,950.0,2.0,3100000.0,2,Apartment,6
Jakkur,1396.0,2.0,8651000.0,3,Apartment,8
Rachenahalli,1050.0,2.0,5207000.0,2,Apartment,7
Thanisandra,1825.0,3.0,10000000.0,3,Apartment,8
7th Phase JP Nagar,1190.0,2.0,4998000.0,2,Apartment,6
